income,model,retired,stratifier,stratification,att,lower,upper,se,n_treat,n_control,n_dead_treat,n_dead_control,outcome_control,outcome_treat,p_val,pct,pct_lower,pct_upper
personal,final,0,util,11+,188,-1692,2068,958.959,598,6173,0,0,392932.719,392744.696,0.845,0.00%,-0.43%,0.53%
personal,final,0,util,3 to 5,9148,8330,9967,417.601,4387,353867,0,0,475250.989,466102.492,0,1.90%,1.75%,2.10%
personal,final,0,util,6 to 10,9985,9083,10886,459.963,3119,164391,0,0,453965.583,443980.649,0,2.20%,2.00%,2.40%
personal,final,1,util,0,-1504,-2022,-987,263.846,8092,1573699,0,0,303997.573,305502.044,0,-0.50%,-0.67%,-0.32%
personal,final,1,util,1,-1046,-1674,-418,320.319,5098,696959,0,0,310094.293,311140.235,0.001,-0.30%,-0.54%,-0.13%
personal,final,1,util,3 to 5,-2533,-3156,-1911,317.504,4415,436866,0,0,309603.962,312137.315,0,-0.80%,-1.02%,-0.62%
personal,final,1,util,2,-708,-1426,10,366.541,3422,351813,0,0,313330.405,314038.412,0.053,-0.20%,-0.46%,0.00%
personal,final,1,util,6 to 10,-2912,-3676,-2147,390.122,3878,322883,0,0,312182.778,315094.584,0,-0.90%,-1.18%,-0.69%
personal,final,1,util,11+,19,-1044,1083,542.558,1146,37175,0,0,313061.994,313042.769,0.972,0.00%,-0.33%,0.35%
personal,final,,util,0,3549,3097,4001,230.549,20108,4186316,0,0,425248.991,421700.262,0,0.80%,0.73%,0.94%
personal,final,,util,1,3608,3088,4129,265.71,11770,1534928,0,0,416109.777,412501.358,0,0.90%,0.74%,0.99%
personal,final,,util,2,3934,3354,4514,296.01,7432,694181,0,0,410924.666,406990.963,0,1.00%,0.82%,1.10%
personal,final,,util,6 to 10,3899,3305,4494,303.308,6997,487274,0,0,383891.048,379991.909,0,1.00%,0.86%,1.17%
personal,final,,util,3 to 5,4015,3478,4553,274.418,8802,790733,0,0,400804.071,396788.581,0,1.00%,0.87%,1.14%
personal,final,,util,11+,-53,-1065,959,516.361,1744,43348,0,0,345204.433,345257.424,0.918,0.00%,-0.31%,0.28%
personal,final,0,cci,0,7313,6929,7698,196.326,28189,4288827,0,0,488439.768,481126.334,0,1.50%,1.42%,1.58%
personal,final,0,cci,1,4798,3826,5771,496.069,1674,22455,0,0,419030.535,414232.207,0,1.10%,0.91%,1.38%
personal,final,0,cci,2,4245,2673,5817,802.047,734,5272,0,0,423714.958,419470.413,0,1.00%,0.63%,1.37%
personal,final,0,cci,3,22945,19160,26731,1931.479,109,427,0,0,351326.894,328381.401,0,6.50%,5.45%,7.61%
personal,final,1,cci,0,-1658,-1983,-1333,165.948,20011,3166769,0,0,309432.093,311090.192,0,-0.50%,-0.64%,-0.43%
personal,final,1,cci,1,-945,-1491,-400,278.3,3360,180720,0,0,305389.015,306334.13,0.001,-0.30%,-0.49%,-0.13%
personal,final,1,cci,2,-1635,-2509,-761,446.075,1809,57292,0,0,307343.055,308977.951,0,-0.50%,-0.82%,-0.25%
personal,final,0,cci,4+,-3056,-6971,858,1997.281,96,404,0,0,346150.425,349206.635,0.127,-0.90%,-2.01%,0.25%
personal,final,1,cci,3,-303,-1561,955,641.805,496,8258,0,0,310117.965,310421.164,0.637,-0.10%,-0.50%,0.31%
personal,final,1,cci,4+,5276,2471,8081,1431.029,375,6356,0,0,297496.782,292221.078,0,1.80%,0.83%,2.72%
personal,final,,cci,0,3963,3692,4234,138.368,48200,7455596,0,0,420799.566,416836.326,0,0.90%,0.88%,1.01%
personal,final,,cci,2,318,-484,1121,409.39,2543,62564,0,0,348473.174,348154.946,0.437,0.10%,-0.14%,0.32%
personal,final,,cci,1,1527,1001,2053,268.358,5034,203175,0,0,350910.704,349383.79,0,0.40%,0.29%,0.59%
personal,final,,cci,4+,1647,-517,3810,1103.617,471,6760,0,0,308856.145,307209.588,0.136,0.50%,-0.17%,1.23%
personal,final,,cci,3,5959,4610,7307,688.071,605,8685,0,0,319684.713,313726.126,0,1.90%,1.44%,2.29%
household,final,0,,,1684,1380,1987,154.876,30664,4144538,0,0,427522.101,425838.483,0,0.40%,0.32%,0.46%
household,final,1,,,-1215,-1436,-994,112.7,25963,2936238,0,0,313264.8,314479.835,0,-0.40%,-0.46%,-0.32%
household,final,,,,491,287,696,104.282,56627,7080776,0,0,381187.545,380696.297,0,0.10%,0.08%,0.18%
household,final,0,index,0,102,39,165,32.125,30664,4144538,0,0,42058.442,41956.358,0.001,0.20%,0.09%,0.39%
household,final,0,index,1,77,7,147,35.626,29990,4050333,0,0,42529.632,42452.393,0.03,0.20%,0.02%,0.35%
household,final,0,index,2,231,155,306,38.515,29188,3969062,0,0,42942.339,42711.807,0,0.50%,0.36%,0.71%
household,final,0,index,3,367,285,449,41.686,28412,3891729,0,0,43336.281,42969.166,0,0.80%,0.66%,1.04%
household,final,0,index,4,310,220,400,45.724,25815,3576900,0,0,43181.648,42871.766,0,0.70%,0.51%,0.93%
household,final,0,index,5,278,182,374,49.108,23160,3267908,0,0,43024.4,42746.344,0,0.60%,0.42%,0.87%
household,final,0,index,6,215,111,318,52.798,20726,2970376,0,0,42866.853,42652.176,0,0.50%,0.26%,0.74%
household,final,0,index,7,128,17,239,56.511,18402,2682376,0,0,42619.025,42491.125,0.024,0.30%,0.04%,0.56%
household,final,0,index,8,53,-67,173,61.311,16254,2408037,0,0,42532.746,42479.527,0.385,0.10%,-0.16%,0.41%
household,final,0,index,9,-77,-204,50,64.975,13964,2129372,0,0,42430.734,42507.821,0.235,-0.20%,-0.48%,0.12%
household,final,1,index,0,-88,-130,-45,21.595,25963,2936238,0,0,30854.003,30941.689,0,-0.30%,-0.42%,-0.15%
household,final,1,index,1,-117,-165,-69,24.54,24367,2726206,0,0,31063.293,31180.205,0,-0.40%,-0.53%,-0.22%
household,final,1,index,2,-119,-171,-66,26.754,22718,2528723,0,0,31303.018,31421.743,0,-0.40%,-0.55%,-0.21%
household,final,1,index,3,-125,-181,-70,28.456,21190,2342388,0,0,31535.739,31661.07,0,-0.40%,-0.57%,-0.22%
household,final,1,index,4,-89,-150,-28,31.288,18131,2012537,0,0,31470.69,31559.648,0.004,-0.30%,-0.48%,-0.09%
household,final,1,index,5,-153,-219,-86,33.927,15509,1716628,0,0,31440.197,31593.008,0,-0.50%,-0.70%,-0.27%
household,final,1,index,6,-180,-253,-107,37.319,13139,1450730,0,0,31418.538,31598.738,0,-0.60%,-0.81%,-0.34%
household,final,1,index,7,-106,-189,-22,42.563,11035,1210026,0,0,31414.341,31520.042,0.013,-0.30%,-0.60%,-0.07%
household,final,1,index,8,-150,-238,-62,45.017,9105,994342,0,0,31404.974,31554.854,0.001,-0.50%,-0.76%,-0.20%
household,final,1,index,9,-89,-192,14,52.405,7318,804576,0,0,31360.006,31448.838,0.09,-0.30%,-0.61%,0.04%
household,final,,index,0,15,-24,54,20.016,56627,7080776,0,0,36921.302,36906.225,0.451,0.00%,-0.07%,0.15%
household,final,,index,1,-10,-54,34,22.525,54357,6776539,0,0,37389.534,37399.329,0.664,0.00%,-0.14%,0.09%
household,final,,index,2,78,29,126,24.621,51906,6497785,0,0,37848.09,37770.419,0.002,0.20%,0.08%,0.33%
household,final,,index,3,157,104,209,26.794,49602,6234117,0,0,38295.083,38138.341,0,0.40%,0.27%,0.55%
household,final,,index,4,145,87,204,29.8,43946,5589437,0,0,38350.005,38204.675,0,0.40%,0.23%,0.53%
household,final,,index,5,105,42,169,32.408,38669,4984536,0,0,38378.317,38273.069,0.001,0.30%,0.11%,0.44%
household,final,,index,6,61,-8,131,35.409,33865,4421106,0,0,38425.116,38363.645,0.083,0.20%,-0.02%,0.34%
household,final,,index,7,40,-36,116,38.763,29437,3892402,0,0,38418.744,38378.413,0.298,0.10%,-0.09%,0.30%
household,final,,index,8,-20,-103,64,42.492,25359,3402379,0,0,38537.385,38557.087,0.643,-0.10%,-0.27%,0.16%
household,final,,index,9,-81,-172,10,46.285,21282,2933948,0,0,38623.968,38705.094,0.08,-0.20%,-0.44%,0.02%
household,final,0,pre_socio,wage_earner,2433,2047,2819,196.92,22861,3870362,0,0,458023.557,455590.868,0,0.50%,0.45%,0.62%
household,final,0,pre_socio,in_school,-5102,-7955,-2249,1455.615,173,50361,0,0,390443.02,395545.011,0,-1.30%,-2.04%,-0.58%
household,final,0,pre_socio,unemp_recipient,-493,-1553,566,540.58,629,8972,0,0,274595.33,275088.598,0.362,-0.20%,-0.57%,0.21%
household,final,0,pre_socio,disab_recipient,-272,-611,68,173.241,4413,180007,0,0,308649.629,308921.173,0.117,-0.10%,-0.20%,0.02%
household,final,0,pre_socio,self_employed,1717,124,3309,812.304,819,10018,0,0,433458.737,431742.138,0.035,0.40%,0.03%,0.76%
household,final,0,pre_socio,leave_recipient,-4642,-6305,-2978,848.698,356,2421,0,0,331385.593,336027.19,0,-1.40%,-1.90%,-0.90%
household,final,0,pre_socio,unemployed_6mo,1480,257,2703,623.947,669,12075,0,0,345222.44,343742.464,0.018,0.40%,0.07%,0.78%
household,final,0,pre_socio,working_spouse,1343,-2121,4808,1767.701,163,1698,0,0,379356.37,378013.036,0.447,0.40%,-0.56%,1.27%
household,final,0,pre_socio,other,-6033,-7800,-4266,901.549,581,8624,0,0,391469.194,397502.479,0,-1.50%,-1.99%,-1.09%
household,final,1,pre_socio,early_retirement,-882,-1422,-342,275.517,4437,412046,0,0,330539.032,331420.556,0.001,-0.30%,-0.43%,-0.10%
household,final,1,pre_socio,retired,-1269,-1504,-1035,119.574,21526,2524192,0,0,308721.738,309990.887,0,-0.40%,-0.49%,-0.34%
household,final,,pre_socio,wage_earner,2433,2047,2819,196.92,22861,3870362,0,0,458023.557,455590.868,0,0.50%,0.45%,0.62%
household,final,,pre_socio,in_school,-5102,-7955,-2249,1455.615,173,50361,0,0,390443.02,395545.011,0,-1.30%,-2.04%,-0.58%
household,final,,pre_socio,unemp_recipient,-493,-1553,566,540.58,629,8972,0,0,274595.33,275088.598,0.362,-0.20%,-0.57%,0.21%
household,final,,pre_socio,disab_recipient,-272,-611,68,173.241,4413,180007,0,0,308649.629,308921.173,0.117,-0.10%,-0.20%,0.02%
household,final,,pre_socio,self_employed,1717,124,3309,812.304,819,10018,0,0,433458.737,431742.138,0.035,0.40%,0.03%,0.76%
household,final,,pre_socio,leave_recipient,-4642,-6305,-2978,848.698,356,2421,0,0,331385.593,336027.19,0,-1.40%,-1.90%,-0.90%
household,final,,pre_socio,unemployed_6mo,1480,257,2703,623.947,669,12075,0,0,345222.44,343742.464,0.018,0.40%,0.07%,0.78%
household,final,,pre_socio,working_spouse,1343,-2121,4808,1767.701,163,1698,0,0,379356.37,378013.036,0.447,0.40%,-0.56%,1.27%
household,final,,pre_socio,other,-6033,-7800,-4266,901.549,581,8624,0,0,391469.194,397502.479,0,-1.50%,-1.99%,-1.09%
household,final,,pre_socio,early_retirement,-882,-1422,-342,275.517,4437,412046,0,0,330539.032,331420.556,0.001,-0.30%,-0.43%,-0.10%
household,final,,pre_socio,retired,-1269,-1504,-1035,119.574,21526,2524192,0,0,308721.738,309990.887,0,-0.40%,-0.49%,-0.34%
household,final,0,edu,Vocational training,1658,1141,2174,263.536,12318,2059857,0,0,423728.16,422070.426,0,0.40%,0.27%,0.51%
household,final,0,edu,Basic,125,-308,558,221.041,8252,772102,0,0,357558.842,357433.906,0.572,0.00%,-0.09%,0.16%
household,final,0,edu,Upper secondary,647,-541,1835,606.162,1111,82254,0,0,445885.007,445237.683,0.286,0.10%,-0.12%,0.41%
household,final,0,edu,Bachelor,3777,3055,4500,368.413,6939,1039818,0,0,486055.274,482277.794,0,0.80%,0.63%,0.93%
household,final,0,edu,Higher education,1082,-412,2576,762.134,1733,188074,0,0,573758.73,572676.78,0.156,0.20%,-0.07%,0.45%
household,final,0,edu,-1,3945,2266,5624,856.443,311,2433,0,0,333058.507,329113.531,0,1.20%,0.68%,1.69%
household,final,1,edu,Basic,-1239,-1504,-973,135.585,12154,1734017,0,0,276928.243,278166.927,0,-0.40%,-0.54%,-0.35%
household,final,1,edu,Vocational training,-315,-740,110,216.653,8269,751385,0,0,325863.339,326178.44,0.146,-0.10%,-0.23%,0.03%
household,final,1,edu,Bachelor,-2653,-3458,-1847,411.032,2978,142691,0,0,407296.516,409949.327,0,-0.70%,-0.85%,-0.45%
household,final,1,edu,Upper secondary,-1546,-3687,595,1092.314,248,2382,0,0,398602.483,400148.254,0.157,-0.40%,-0.92%,0.15%
household,final,1,edu,-1,-1669,-2400,-938,372.922,1999,299859,0,0,276400.189,278069.148,0,-0.60%,-0.87%,-0.34%
household,final,1,edu,Higher education,-7657,-10671,-4642,1538.067,315,5904,0,0,531423.88,539080.532,0,-1.40%,-2.01%,-0.87%
household,final,,edu,Vocational training,930,562,1298,187.64,20587,2811242,0,0,388348.233,387418.114,0,0.20%,0.14%,0.33%
household,final,,edu,Basic,-641,-890,-392,127.035,20406,2506119,0,0,313923.893,314565.208,0,-0.20%,-0.28%,-0.12%
household,final,,edu,Upper secondary,237,-820,1293,538.943,1359,84636,0,0,438273.446,438036.904,0.661,0.10%,-0.19%,0.29%
household,final,,edu,Bachelor,2082,1505,2659,294.38,9917,1182509,0,0,465324.42,463242.785,0,0.40%,0.32%,0.57%
household,final,,edu,Higher education,-260,-1621,1101,694.324,2048,193978,0,0,568118.461,568378.779,0.708,0.00%,-0.29%,0.19%
household,final,,edu,-1,-594,-1270,81,344.718,2310,302292,0,0,287605.577,288199.963,0.085,-0.20%,-0.44%,0.03%
household,final,0,fam_size,2,1480,1001,1960,244.608,14486,1782917,0,0,434661.255,433180.863,0,0.30%,0.23%,0.45%
household,final,0,fam_size,1,1250,785,1716,237.454,6583,521718,0,0,354721.99,353471.877,0,0.40%,0.22%,0.48%
household,final,0,fam_size,3+,2301,1751,2850,280.211,9595,1839903,0,0,465604.22,463303.698,0,0.50%,0.38%,0.61%
household,final,1,fam_size,2,-1275,-1615,-935,173.47,12846,1340892,0,0,331780.428,333055.455,0,-0.40%,-0.49%,-0.28%
household,final,1,fam_size,1,-1147,-1398,-896,128.102,13112,1595333,0,0,291100.817,292247.425,0,-0.40%,-0.48%,-0.31%
household,final,1,fam_size,3+,63453,56350,70557,3624.365,<5,13,0,0,415193.006,351739.721,0,15.30%,13.57%,16.99%
household,final,,fam_size,2,258,-53,569,158.701,27332,3123809,0,0,389500.505,389242.657,0.104,0.10%,-0.01%,0.15%
household,final,,fam_size,1,-242,-487,4,125.164,19695,2117051,0,0,316570.082,316811.654,0.054,-0.10%,-0.15%,0.00%
household,final,,fam_size,3+,2333,1784,2882,280.048,9600,1839916,0,0,465571.127,463238.344,0,0.50%,0.38%,0.62%
household,final,0,familie_type,partnered_unmarried,595,-136,1326,372.927,2936,176251,0,0,432789.201,432194.42,0.111,0.10%,-0.03%,0.31%
household,final,0,familie_type,single,1651,1253,2049,203.062,8582,624594,0,0,357117.796,355466.907,0,0.50%,0.35%,0.57%
household,final,0,familie_type,married,1862,1431,2292,219.498,19146,3343693,0,0,456547.479,454685.817,0,0.40%,0.31%,0.50%
household,final,1,familie_type,married,-1280,-1636,-923,181.959,12102,1329099,0,0,333228.879,334508.652,0,-0.40%,-0.49%,-0.28%
household,final,1,familie_type,single,-1138,-1389,-887,128.053,13114,1595337,0,0,291093.196,292230.806,0,-0.40%,-0.48%,-0.30%
household,final,1,familie_type,partnered_unmarried,-812,-1652,28,428.649,747,11802,0,0,308406.363,309218.359,0.058,-0.30%,-0.54%,0.01%
household,final,,familie_type,partnered_unmarried,333,-285,952,315.388,3683,188053,0,0,409603.58,409270.219,0.291,0.10%,-0.07%,0.23%
household,final,,familie_type,single,144,-90,378,119.363,21696,2219931,0,0,322087.614,321943.243,0.226,0.00%,-0.03%,0.12%
household,final,,familie_type,married,729,422,1036,156.808,31248,4672792,0,0,412677.211,411948.297,0,0.20%,0.10%,0.25%
household,final,0,fam_inc_qt,q4,3279,2640,3917,325.681,12117,2104281,0,0,535439.046,532160.413,0,0.60%,0.49%,0.73%
household,final,0,fam_inc_qt,q2,261,-80,603,174.255,6589,563119,0,0,322023.834,321762.378,0.134,0.10%,-0.02%,0.19%
household,final,0,fam_inc_qt,q1,-1722,-2239,-1205,263.742,2914,129823,0,0,267784.16,269506.296,0,-0.60%,-0.84%,-0.45%
household,final,0,fam_inc_qt,q3,1567,1117,2016,229.509,9044,1347315,0,0,404250.479,402683.827,0,0.40%,0.28%,0.50%
household,final,1,fam_inc_qt,q3,-2128,-2654,-1603,268.051,4548,339650,0,0,362437.886,364566.031,0,-0.60%,-0.73%,-0.44%
household,final,1,fam_inc_qt,q2,-496,-793,-200,151.262,8849,990468,0,0,285721.711,286218.051,0.001,-0.20%,-0.28%,-0.07%
household,final,1,fam_inc_qt,q4,-2006,-3083,-929,549.281,3137,189199,0,0,502449.876,504455.843,0,-0.40%,-0.61%,-0.18%
household,final,1,fam_inc_qt,q1,-1095,-1324,-865,117.037,9429,1416921,0,0,238142.595,239237.147,0,-0.50%,-0.56%,-0.36%
household,final,,fam_inc_qt,q4,2268,1710,2826,284.645,15254,2293480,0,0,529325.717,527057.737,0,0.40%,0.32%,0.53%
household,final,,fam_inc_qt,q2,-107,-333,119,115.474,15438,1553587,0,0,303499.43,303606.522,0.354,0.00%,-0.11%,0.04%
household,final,,fam_inc_qt,q1,-1331,-1554,-1109,113.548,12343,1546744,0,0,246696.745,248027.942,0,-0.50%,-0.63%,-0.45%
household,final,,fam_inc_qt,q3,469,115,823,180.574,13592,1686965,0,0,391994.515,391525.809,0.009,0.10%,0.03%,0.21%
household,final,0,match_age,18to29,-16438,-17872,-15005,731.278,236,81911,0,0,367528.445,383966.921,0,-4.50%,-4.86%,-4.08%
household,final,0,match_age,30to34,-7175,-8149,-6200,497.291,678,115354,0,0,393276.401,400451.113,0,-1.80%,-2.07%,-1.58%
household,final,0,match_age,35to39,-702,-1606,201,461.124,1565,345708,0,0,407863.528,408565.964,0.128,-0.20%,-0.39%,0.05%
household,final,0,match_age,40to45,959,146,1772,414.935,3104,657498,0,0,434845.009,433886.217,0.021,0.20%,0.03%,0.41%
household,final,0,match_age,45to49,2257,1472,3043,400.717,5121,791798,0,0,467186.927,464929.785,0,0.50%,0.32%,0.65%
household,final,0,match_age,50to54,1307,554,2059,383.982,6150,799078,0,0,466259.149,464952.352,0.001,0.30%,0.12%,0.44%
household,final,1,match_age,55to59,-10277,-12279,-8275,1021.425,114,6418,0,0,317485.804,327762.482,0,-3.20%,-3.87%,-2.61%
household,final,0,match_age,55to59,2736,2039,3432,355.418,7148,891073,0,0,417750.577,415014.855,0,0.70%,0.49%,0.82%
household,final,1,match_age,60to64,-978,-1676,-280,356.196,3218,335448,0,0,334761.567,335739.355,0.006,-0.30%,-0.50%,-0.08%
household,final,0,match_age,60to64,1352,708,1997,328.9,5426,422588,0,0,378502.261,377150.084,0,0.40%,0.19%,0.53%
household,final,1,match_age,65to69,-838,-1254,-421,212.34,7376,727105,0,0,325556.711,326394.32,0,-0.30%,-0.39%,-0.13%
household,final,0,match_age,65to69,11237,10153,12322,553.323,1158,39193,0,0,368498.251,357261.029,0,3.00%,2.76%,3.34%
household,final,1,match_age,70to74,-1369,-1776,-961,207.837,5081,659441,0,0,308582.219,309950.87,0,-0.40%,-0.58%,-0.31%
household,final,1,match_age,75to79,-348,-775,78,217.511,4408,523708,0,0,300133.947,300482.227,0.109,-0.10%,-0.26%,0.03%
household,final,0,match_age,75to79,30792,22092,39493,4438.823,14,59,0,0,420065.185,389272.741,0,7.30%,5.26%,9.40%
household,final,1,match_age,80to84,-2807,-3346,-2268,274.847,3300,382157,0,0,288674.171,291481.213,0,-1.00%,-1.16%,-0.79%
household,final,1,match_age,85to89,-3233,-4218,-2247,502.837,1776,214832,0,0,283603.983,286836.825,0,-1.10%,-1.49%,-0.79%
household,final,1,match_age,90to120,-965,-3508,1578,1297.461,690,87129,0,0,275106.482,276071.031,0.457,-0.40%,-1.27%,0.57%
household,final,0,match_age,70to74,-36943,-42361,-31525,2764.159,55,252,0,0,392674.264,429617.271,0,-9.40%,-10.79%,-8.03%
household,final,0,match_age,80to84,-33057,-35085,-31029,1034.673,7,24,0,0,163129.125,196186.143,0,-20.30%,-21.51%,-19.02%
household,final,0,match_age,85to89,-3243,-3243,-3243,0,<5,<5,0,0,97323.377,100566.544,0,-3.30%,-3.33%,-3.33%
household,final,,match_age,18to29,-16438,-17872,-15005,731.278,236,81911,0,0,367528.445,383966.921,0,-4.50%,-4.86%,-4.08%
household,final,,match_age,30to34,-7175,-8149,-6200,497.291,678,115354,0,0,393276.401,400451.113,0,-1.80%,-2.07%,-1.58%
household,final,,match_age,35to39,-702,-1606,201,461.124,1565,345708,0,0,407863.528,408565.964,0.128,-0.20%,-0.39%,0.05%
household,final,,match_age,40to45,959,146,1772,414.935,3104,657498,0,0,434845.009,433886.217,0.021,0.20%,0.03%,0.41%
household,final,,match_age,45to49,2257,1472,3043,400.717,5121,791798,0,0,467186.927,464929.785,0,0.50%,0.32%,0.65%
household,final,,match_age,50to54,1307,554,2059,383.982,6150,799078,0,0,466259.149,464952.352,0.001,0.30%,0.12%,0.44%
household,final,,match_age,55to59,2520,1834,3206,349.803,7262,897491,0,0,416124.608,413604.51,0,0.60%,0.44%,0.77%
household,final,,match_age,60to64,443,-36,922,244.533,8644,758036,0,0,361672.2,361229.04,0.07,0.10%,-0.01%,0.26%
household,final,,match_age,65to69,844,455,1232,198.223,8534,766298,0,0,331483.009,330639.165,0,0.30%,0.14%,0.37%
household,final,,match_age,70to74,-1778,-2185,-1371,207.748,5136,659693,0,0,309467.741,311245.685,0,-0.60%,-0.71%,-0.44%
household,final,,match_age,75to79,-202,-628,223,217.139,4422,523767,0,0,300625.993,300828.408,0.351,-0.10%,-0.21%,0.07%
household,final,,match_age,80to84,-2859,-3397,-2320,274.733,3307,382181,0,0,288692.98,291551.854,0,-1.00%,-1.18%,-0.80%
household,final,,match_age,85to89,-3235,-4220,-2250,502.713,1778,214834,0,0,283518.814,286753.981,0,-1.10%,-1.49%,-0.79%
household,final,,match_age,90to120,-965,-3508,1578,1297.461,690,87129,0,0,275106.482,276071.031,0.457,-0.40%,-1.27%,0.57%
household,final,0,year,2001,-39,-257,179,111.205,1782,298786,0,0,37706.878,37745.997,0.725,-0.10%,-0.68%,0.47%
household,final,0,year,2002,-387,-707,-66,163.543,1886,303906,0,0,76466.463,76853.295,0.018,-0.50%,-0.93%,-0.09%
household,final,0,year,2003,73,-327,473,204.138,1837,296777,0,0,115621.957,115548.996,0.721,0.10%,-0.28%,0.41%
household,final,0,year,2004,288,-225,800,261.512,1848,291579,0,0,160056.623,159768.74,0.271,0.20%,-0.14%,0.50%
household,final,0,year,2005,-244,-872,384,320.363,1819,284891,0,0,202534.103,202778.061,0.446,-0.10%,-0.43%,0.19%
household,final,0,year,2006,376,-339,1090,364.504,1831,277978,0,0,245288.173,244912.391,0.303,0.20%,-0.14%,0.44%
household,final,0,year,2007,742,-72,1555,414.951,1849,269348,0,0,286377.673,285635.985,0.074,0.30%,-0.03%,0.54%
household,final,0,year,2008,442,-411,1294,435.115,2126,274831,0,0,322114.74,321673.238,0.31,0.10%,-0.13%,0.40%
household,final,0,year,2009,1350,436,2265,466.646,2741,315180,0,0,366018.409,364668.28,0.004,0.40%,0.12%,0.62%
household,final,0,year,2010,1108,38,2179,546.18,2689,310279,0,0,426697.45,425589.426,0.042,0.30%,0.01%,0.51%
household,final,1,year,2001,36,-120,192,79.673,1326,217275,0,0,27111.111,27075.147,0.652,0.10%,-0.44%,0.71%
household,final,1,year,2002,-257,-500,-15,123.654,1372,198047,0,0,55255.901,55513.255,0.037,-0.50%,-0.90%,-0.03%
household,final,1,year,2003,-290,-586,6,151.005,1324,187959,0,0,84087.424,84377.147,0.055,-0.30%,-0.70%,0.01%
household,final,1,year,2004,-89,-447,269,182.592,1392,178281,0,0,113732.022,113821.351,0.625,-0.10%,-0.39%,0.24%
household,final,1,year,2005,80,-333,494,210.942,1397,174279,0,0,144027.94,143947.472,0.703,0.10%,-0.23%,0.34%
household,final,1,year,2006,-154,-628,320,241.891,1550,190081,0,0,172875.324,173028.943,0.525,-0.10%,-0.36%,0.19%
household,final,1,year,2007,-866,-1453,-279,299.284,1550,189730,0,0,204072.933,204938.866,0.004,-0.40%,-0.71%,-0.14%
household,final,1,year,2008,-832,-1438,-227,308.778,1849,201813,0,0,231351.821,232184.22,0.007,-0.40%,-0.62%,-0.10%
household,final,1,year,2009,-106,-739,527,323.078,2256,217429,0,0,263648.847,263755.051,0.742,0.00%,-0.28%,0.20%
household,final,1,year,2010,-853,-1539,-167,349.955,2150,203395,0,0,306277.616,307130.829,0.015,-0.30%,-0.50%,-0.05%
household,final,0,year,2011,1630,580,2680,535.669,2643,305786,0,0,422023.053,420393.139,0.002,0.40%,0.14%,0.63%
household,final,1,year,2011,-666,-1371,40,360.083,2033,193736,0,0,306093.081,306758.794,0.064,-0.20%,-0.45%,0.01%
household,final,0,year,2012,1799,775,2822,522.393,2608,301826,0,0,421811.658,420013.119,0.001,0.40%,0.18%,0.67%
household,final,1,year,2012,-1110,-1796,-424,350.164,1908,189871,0,0,308618.244,309728.191,0.002,-0.40%,-0.58%,-0.14%
household,final,0,year,2013,1865,802,2928,542.143,2573,296524,0,0,428197.385,426332.459,0.001,0.40%,0.19%,0.68%
household,final,1,year,2013,-894,-1567,-221,343.415,1975,191653,0,0,314867.613,315761.526,0.009,-0.30%,-0.50%,-0.07%
household,final,0,year,2014,2735,1685,3786,535.916,2515,290957,0,0,437623.215,434887.994,0,0.60%,0.38%,0.87%
household,final,1,year,2014,-779,-1479,-80,356.818,1988,196556,0,0,321925.972,322705.466,0.029,-0.20%,-0.46%,-0.02%
household,final,0,year,2015,2307,1238,3376,545.531,2466,287606,0,0,444918.508,442611.294,0,0.50%,0.28%,0.76%
household,final,1,year,2015,-1243,-2007,-478,390.178,2122,206529,0,0,328588.887,329831.534,0.001,-0.40%,-0.61%,-0.15%
household,final,0,year,2016,2334,1285,3382,535.143,2422,281881,0,0,405962.352,403628.818,0,0.60%,0.32%,0.83%
household,final,1,year,2016,-1995,-2733,-1257,376.471,1991,194091,0,0,300412.392,302407.298,0,-0.70%,-0.91%,-0.42%
household,final,0,year,2017,3380,2382,4378,509.105,2374,277226,0,0,365569.772,362189.619,0,0.90%,0.65%,1.20%
household,final,1,year,2017,-1964,-2703,-1225,377.245,1872,182317,0,0,269679.611,271643.514,0,-0.70%,-1.00%,-0.45%
household,final,0,year,2018,1820,865,2776,487.423,2327,275092,0,0,324327.556,322507.14,0,0.60%,0.27%,0.86%
household,final,1,year,2018,-1741,-2437,-1044,355.388,1761,170528,0,0,237834.428,239575.239,0,-0.70%,-1.02%,-0.44%
household,final,,year,2001,-7,-149,135,72.255,3108,516061,0,0,33186.29,33193.375,0.922,0.00%,-0.45%,0.41%
household,final,,year,2002,-334,-547,-121,108.561,3258,501953,0,0,67646.002,67979.876,0.002,-0.50%,-0.81%,-0.18%
household,final,,year,2003,-79,-344,186,135.336,3133,480310,0,0,102644.89,102724.05,0.559,-0.10%,-0.34%,0.18%
household,final,,year,2004,135,-202,471,171.673,3240,461109,0,0,141047.686,140912.9,0.432,0.10%,-0.14%,0.33%
household,final,,year,2005,-115,-526,295,209.472,3216,440479,0,0,178849.264,178964.423,0.582,-0.10%,-0.29%,0.17%
household,final,,year,2006,138,-332,608,239.951,3381,459882,0,0,216040.111,215902.029,0.565,0.10%,-0.15%,0.28%
household,final,,year,2007,89,-455,633,277.513,3399,459078,0,0,253300.307,253211.409,0.749,0.00%,-0.18%,0.25%
household,final,,year,2008,-97,-669,475,291.915,3975,476644,0,0,285822.263,285919.34,0.739,0.00%,-0.23%,0.17%
